support,itemsets
0.06448,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.06436,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.09328,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.10592,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.06108,"frozenset({'total_pft_events=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.0754,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.06634,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.0661,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B'})"
0.06628,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.06612,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.1003,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.06936,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.0588,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'nota10_hash=Low'})"
0.0549,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'nota10_hash=Low'})"
0.0586,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.05846,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'desplazado_hash=B'})"
0.05852,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.05848,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.07842,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.0635,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.17248,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.06828,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low'})"
0.07524,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.0752,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=F'})"
0.07528,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.07522,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.10242,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.1234,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.05384,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.06344,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.0525,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.06106,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low'})"
0.06474,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.05884,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'nota10_hash=Low'})"
0.05872,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'nota10_hash=Low'})"
0.05872,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'nota10_hash=Low'})"
0.05872,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'nota10_hash=Low'})"
0.07534,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'nota10_hash=Low'})"
0.0755,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'nota10_hash=Low'})"
0.0538,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.05372,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP'})"
0.05374,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.05368,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.07196,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.05926,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'total_pft_visits=Low'})"
0.1577,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.05738,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.05106,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.05102,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=F'})"
0.05108,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.05102,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.07256,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.07862,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=F'})"
0.06206,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'estudios_p_hash=L'})"
0.06216,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.06188,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=L'})"
0.06206,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.0618,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=L'})"
0.06188,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.09844,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.098,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=L'})"
0.09812,"frozenset({'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.09804,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.06434,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.06408,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'estudios_p_hash=L'})"
0.06416,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.06408,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.10162,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.06776,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.06762,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'estudios_p_hash=L'})"
0.06774,"frozenset({'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.0677,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.05338,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.05332,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'estudios_p_hash=L'})"
0.05338,"frozenset({'total_n_wifi_days=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.05334,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'nota10_hash=Medium', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.07374,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.143,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.14262,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=L'})"
0.14274,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.14258,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.06714,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.06686,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=L'})"
0.06696,"frozenset({'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.06698,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.20992,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.21674,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.0786,"frozenset({'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=L'})"
0.08544,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.0851,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP'})"
0.08524,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.08512,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.13468,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.08874,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low'})"
0.05118,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'total_pft_visits=Low'})"
0.06516,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'nota10_hash=Low'})"
0.0639,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_m_hash=L', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'nota10_hash=Low'})"
0.0772,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'total_pft_visits=Low'})"
0.0771,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'estudios_m_hash=L', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP'})"
