support,itemsets
0.0609,"frozenset({'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.0606,"frozenset({'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.0608,"frozenset({'total_pft_events=Low', 'estudios_p_hash=T', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.06052,"frozenset({'total_pft_events=Low', 'estudios_p_hash=T', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.06072,"frozenset({'estudios_p_hash=T', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.0739,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'desplazado_hash=B', 'dedicacion=TC'})"
0.074,"frozenset({'total_n_wifi_days=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.0738,"frozenset({'total_n_wifi_days=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'dedicacion=TC'})"
0.07392,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'estudios_p_hash=T', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.07374,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'estudios_p_hash=T', 'total_resource_events=Low', 'desplazado_hash=B', 'dedicacion=TC'})"
0.07386,"frozenset({'total_n_wifi_days=Low', 'estudios_p_hash=T', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.0942,"frozenset({'total_pft_events=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.09388,"frozenset({'total_pft_events=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'dedicacion=TC'})"
0.09406,"frozenset({'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.09396,"frozenset({'total_pft_events=Low', 'estudios_p_hash=T', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.06602,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.06578,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'nota10_hash=High', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.06602,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.06572,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.10012,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.1005,"frozenset({'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.1,"frozenset({'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.10028,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.09986,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.10018,"frozenset({'nota10_hash=High', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.06884,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'desplazado_hash=B', 'dedicacion=TC'})"
0.06908,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.06876,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'dedicacion=TC'})"
0.06886,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'nota10_hash=High', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.0686,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'nota10_hash=High', 'total_resource_events=Low', 'desplazado_hash=B', 'dedicacion=TC'})"
0.06878,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=High', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.10434,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.1039,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'dedicacion=TC'})"
0.10418,"frozenset({'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.10408,"frozenset({'total_pft_events=Low', 'nota10_hash=High', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.05836,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC', 'nota10_hash=Low'})"
0.05848,"frozenset({'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.05836,"frozenset({'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC', 'nota10_hash=Low'})"
0.05836,"frozenset({'total_pft_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.05824,"frozenset({'total_pft_events=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC', 'nota10_hash=Low'})"
0.05836,"frozenset({'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.0539,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=B', 'dedicacion=TC', 'nota10_hash=Low'})"
0.05394,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.05384,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'dedicacion=TC', 'nota10_hash=Low'})"
0.0539,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.0538,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'dedicacion=TC', 'nota10_hash=Low'})"
0.05384,"frozenset({'total_n_wifi_days=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.06934,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.06916,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'dedicacion=TC', 'nota10_hash=Low'})"
0.06928,"frozenset({'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.06916,"frozenset({'total_pft_events=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC', 'nota10_hash=Low'})"
0.0581,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.05806,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.05816,"frozenset({'total_n_wifi_days=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.05802,"frozenset({'total_n_wifi_days=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.0781,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.07826,"frozenset({'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.07806,"frozenset({'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.07816,"frozenset({'total_pft_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.07794,"frozenset({'total_pft_events=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.07816,"frozenset({'total_resource_events=Low', 'nota10_hash=Medium', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.06296,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'desplazado_hash=B', 'dedicacion=TC'})"
0.06304,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.06288,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'desplazado_hash=B', 'dedicacion=TC'})"
0.063,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'nota10_hash=Medium', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.06284,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'desplazado_hash=B', 'dedicacion=TC'})"
0.06296,"frozenset({'total_n_wifi_days=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.0839,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'nota10_hash=Medium', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.08366,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'desplazado_hash=B', 'dedicacion=TC'})"
0.08384,"frozenset({'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.08374,"frozenset({'total_pft_events=Low', 'total_resource_events=Low', 'nota10_hash=Medium', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.1712,"frozenset({'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.17154,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.17106,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.17124,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.17082,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.17114,"frozenset({'total_n_wifi_days=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.06868,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.069,"frozenset({'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.06866,"frozenset({'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.06886,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Medium', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.06852,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.06886,"frozenset({'total_n_wifi_days=Medium', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.24048,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.23972,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'dedicacion=TC'})"
0.24028,"frozenset({'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.23994,"frozenset({'total_pft_events=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.28544,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.2849,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'dedicacion=TC'})"
0.28522,"frozenset({'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.28496,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.0875,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.08716,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'desplazado_hash=B', 'dedicacion=TC'})"
0.08744,"frozenset({'total_pft_assignment_submissions=Low', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.08736,"frozenset({'total_pft_events=Low', 'total_n_wifi_days=Medium', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.37276,"frozenset({'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'desplazado_hash=B', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.07418,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.07408,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.07416,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.07414,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.10142,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.10152,"frozenset({'estudios_m_hash=F', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.10136,"frozenset({'estudios_m_hash=F', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.10142,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.10124,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.10134,"frozenset({'estudios_m_hash=F', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.12018,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.1203,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.12018,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.1202,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_n_wifi_days=Low', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.12006,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_n_wifi_days=Low', 'total_resource_events=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.1202,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.1567,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.15644,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.15656,"frozenset({'estudios_m_hash=F', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.15642,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=F', 'dedicacion=TC'})"
0.05338,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.05352,"frozenset({'estudios_m_hash=F', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.05336,"frozenset({'estudios_m_hash=F', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.05338,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.05324,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.05334,"frozenset({'estudios_m_hash=F', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.06198,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.06208,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.06188,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.06198,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_n_wifi_days=Low', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.0618,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_n_wifi_days=Low', 'total_resource_events=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.06188,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.07962,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.07946,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.07958,"frozenset({'estudios_m_hash=F', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.07948,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'estudios_p_hash=L', 'dedicacion=TC'})"
0.0521,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.05216,"frozenset({'estudios_m_hash=F', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.05198,"frozenset({'estudios_m_hash=F', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.05206,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'estudios_p_hash=T', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.0519,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'estudios_p_hash=T', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.05194,"frozenset({'estudios_m_hash=F', 'estudios_p_hash=T', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.05938,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'total_pft_events=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'dedicacion=TC'})"
0.05942,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.05926,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'dedicacion=TC'})"
0.05934,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_n_wifi_days=Low', 'estudios_p_hash=T', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.0592,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'total_n_wifi_days=Low', 'estudios_p_hash=T', 'total_resource_events=Low', 'dedicacion=TC'})"
0.05922,"frozenset({'estudios_m_hash=F', 'total_n_wifi_days=Low', 'estudios_p_hash=T', 'total_resource_events=Low', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.07704,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.0769,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'dedicacion=TC'})"
0.07696,"frozenset({'estudios_m_hash=F', 'estudios_p_hash=T', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.07686,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'estudios_p_hash=T', 'total_resource_events=Low', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.0646,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.06478,"frozenset({'estudios_m_hash=F', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
0.0646,"frozenset({'estudios_m_hash=F', 'nota10_hash=High', 'total_pft_assignment_submissions=Low', 'total_resource_events=Low', 'tipo_ingreso=NAP', 'dedicacion=TC'})"
0.06458,"frozenset({'estudios_m_hash=F', 'total_pft_events=Low', 'nota10_hash=High', 'tipo_ingreso=NAP', 'total_pft_visits=Low', 'dedicacion=TC'})"
